cp_id,cp_state,district_id,address_en,address2_en,address_tc,address2_tc,address_sc,address2_sc,lat,lgt,waste_type,legend,accessibilty_notes,contact_en,contact_tc,contact_sc,openhour_en,openhour_tc,openhour_sc
"267","Accepted","Kwai_Tsing","Tai Lin Pai Road RCP","","大連排道垃圾收集站","","大连排道垃圾收集站","","22.362499","114.133535","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"268","Accepted","Kwai_Tsing","Shek Ying Path near Public Carpark","","石英徑近公眾停車場","","石英径近公众停车场","","22.364588","114.135875","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"270","Accepted","Kwai_Tsing","Junction of Shun Fong Street and Lai Fong Street","","信芳街與禮芳街交界","","信芳街与礼芳街交界","","22.359539","114.127057","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"272","Accepted","Kwai_Tsing","On Yam Estate Bus Terminus","","安蔭邨巴士總站","","安荫邨巴士总站","","22.370330","114.142260","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"273","Accepted","Kwai_Tsing","Kwai Shing West Estate Bus Terminus","","葵盛西邨巴士總站","","葵盛西邨巴士总站","","22.361313","114.122049","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"274","Accepted","Kwai_Tsing","Kwai Luen Road near Shing Keung House","","葵聯路盛強樓對出","","葵联路盛强楼对出","","22.363957","114.127516","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"275","Accepted","Kwai_Tsing","Lai Yiu Estate Bus Terminus","","麗瑤邨巴士總站","","丽瑶邨巴士总站","","22.353010","114.131780","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"276","Accepted","Kwai_Tsing","Cheung Fat Estate Bus Terminus","","長發邨巴士總站","","长发邨巴士总站","","22.361560","114.102550","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"277","Accepted","Kwai_Tsing","Cheung Hang Estate Bus Terminus","","長亨邨巴士總站","","长亨邨巴士总站","","22.355720","114.097560","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"278","Accepted","Kwai_Tsing","Cheung Ching Estate Bus Terminus","","長青邨巴士總站","","长青邨巴士总站","","22.348140","114.106830","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"279","Accepted","Kwai_Tsing","Tsing Yi Ferry Pier Bus Terminus","","青衣碼頭巴士總站","","青衣码头巴士总站","","22.353730","114.108840","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"281","Accepted","Kwai_Tsing","Ta Chuen Ping Street RCP","","打磚坪街垃圾收集站","","打砖坪街垃圾收集站","","22.366749","114.135920","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"282","Accepted","Kwai_Tsing","Kwai Yan Road near Footbridge outside Kwai Fong MTR Station","","葵仁路近港鐵葵芳站對出之行人天橋","","葵仁路近港铁葵芳站对出之行人天桥","","22.357277","114.127928","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"283","Accepted","Kwai_Tsing","Kwai Hing Road near Kwai Hing MTR Station","","葵興路近港鐵葵興站","","葵兴路近港铁葵兴站","","22.363466","114.131442","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"284","Accepted","Kwai_Tsing","Bus Terminus at Tsing Yi MTR Station","","港鐵青衣站巴士總站","","港铁青衣站巴士总站","","22.359733","114.106560","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"285","Accepted","Kwai_Tsing","Tsing Yi Division Police Married Quarter in 13 Tsing Yi Heung Sze Wui Road","","青衣鄉事會路13號青衣已婚人士警察宿舍","","青衣乡事会路13号青衣已婚人士警察宿舍","","22.351801","114.107319","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"286","Accepted","Kwai_Tsing","Wing Shun Street near Tsuen Wan Abattoir","","永順街近荃灣屠場","","永顺街近荃湾屠场","","22.359678","114.114643","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"288","Accepted","Kwai_Tsing","Tai Wong Ha Resite Village RCP","","大王下村垃圾收集站","","大王下村垃圾收集站","","22.352730","114.101100","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"289","Accepted","Kwai_Tsing","Chung Mei Lo Uk Village RCP","","涌美垃圾收集站 - 新界青衣上高灘街涌美垃圾收集站","","涌美垃圾收集站 - 新界青衣上高滩街涌美垃圾收集站","","22.351205","114.105699","Metals,Paper,Plastics,Glass Bottles","Recycling Bins at Public Place","Note: For public use","","","","","",""
"290","Accepted","Kwai_Tsing","Lantau Link Viewing Platform Public Toilet","","青嶼幹線觀景台公廁","","青屿干线观景台公厕","","22.358313","114.081981","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"291","Accepted","Kwai_Tsing","Pavement outside Cheung Tat Road RCP","","長達路垃圾站前行人路","","长达路垃圾站前行人路","","22.349751","114.110047","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"292","Accepted","Kwai_Tsing","Pavement outside of Kwai Fung House, Kwai Chun Court, Kwai Hing Road","","葵興路葵俊苑葵豐樓對出行人路","","葵兴路葵俊苑葵丰楼对出行人路","","22.365475","114.131901","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"293","Accepted","Kwai_Tsing","Entrance to Tsing Fai San Tsuen Village RCP at Lot No. 817-865 in DD 434","","丈量約份第434約地段第817-865號青輝新村垃圾收集站 (近入口)","","丈量约份第434约地段第817-865号青辉新村垃圾收集站 (近入口)","","22.352320","114.104541","Metals,Paper,Plastics,Glass Bottles","Recycling Bins at Public Place","Note: For public use","","","","","",""
"294","Accepted","Kwai_Tsing","Kwai Shun Street RCP, near Kwai Wo Street, Kwai Shun Street","","葵順街垃圾收集站(葵涌葵順街近葵和街)","","葵顺街垃圾收集站(葵涌葵顺街近葵和街)","","22.354601","114.123517","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"295","Accepted","Kwai_Tsing","Wing Kin Road RCP, No.14 Wing Kin Road","","永建路垃圾收集站(葵涌永建路14號)","","永建路垃圾收集站(葵涌永建路14号)","","22.358798","114.119323","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"296","Accepted","Kwai_Tsing","Hing Shing Road RCP, No. 82 Hing Shing Road, Kwai Chung","","興盛路垃圾收集站(葵涌興盛路82號)","","兴盛路垃圾收集站(葵涌兴盛路82号)","","22.360048","114.125279","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"297","Accepted","Kwai_Tsing","Tai Yuen Street RCP, near the Car park ,Tai Yuen Street","","大圓街垃圾收集站(葵涌大圓街靠近停車場)","","大圆街垃圾收集站(葵涌大圆街靠近停车场)","","22.370588","114.136223","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"298","Accepted","Kwai_Tsing","Pavement outside No. 3 Kin Chuen Street","","健全街三號門外行人路","","健全街三号门外行人路","","22.369497","114.129329","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"299","Accepted","Kwai_Tsing","Pavement at Tai Wo Hau Road outside Pak Kwai House","","大窩口道百葵樓外行人路","","大窝口道百葵楼外行人路","","22.368194","114.130434","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"301","Accepted","Kwai_Tsing","At side of Shek Yi Road RCP","","石宜路垃圾收集站側","","石宜路垃圾收集站侧","","22.368250","114.139900","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"302","Accepted","Kwai_Tsing","Shek Tau Street near Kwai Yung Court","","石頭街葵蓉苑對出","","石头街葵蓉苑对出","","22.366219","114.124080","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"304","Accepted","Kwai_Tsing","Thoroughfare outside Kwai Fong MTR Station Public Toilet","","葵芳地鐵站公廁外行人通道","","葵芳地铁站公厕外行人通道","","22.356119","114.127996","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"305","Accepted","Kwai_Tsing","Cheung Wang Estate Bus Terminus, Tsing Yi","","青衣長宏邨巴士總站","","青衣长宏邨巴士总站","","22.357520","114.096200","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"306","Accepted","Kwai_Tsing","Lai Lei Fa Street near Prosperity Villa","","麗梨花街近盛境居","","丽梨花街近盛境居","","22.375570","114.136840","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"307","Accepted","Kwai_Tsing","San Kwai Street Public Toilet , Kwai Chung","","葵涌新葵街公廁","","葵涌新葵街公厕","","22.355729","114.131925","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"308","Accepted","Kwai_Tsing","Ha Kwai Chung Tsuen Refuse Collection Point at San Kwai Street, Kwai Chung","","下葵涌村垃圾收集站，葵涌新葵街","","下葵涌村垃圾收集站，葵涌新葵街","","22.356131","114.130296","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"309","Accepted","Kwai_Tsing","Kau Wah Keng Sun Chuen Refuse Collection Point at Kau Wa Keng San Tsuen, Lai King Hill Road, Kwai Chung, N.T.","","九華徑新村垃圾收集站 ，葵涌荔景山路九華徑新村","","九华径新村垃圾收集站 ，葵涌荔景山路九华径新村","","22.345158","114.136622","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"310","Accepted","Kwai_Tsing","Greenknoll Court Refuse Collection Point at side of Greenknoll Court, Castle Peak Road","","嘉翠園垃圾收集站 ，青山公路嘉翠園側","","嘉翠园垃圾收集站 ，青山公路嘉翠园侧","","22.360735","114.136219","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"313","Accepted","Kwai_Tsing","Cheung Hang Village (Rife Range Association) Refuse Collection Point (KwT-21) at Near Rife Range Association , Cheung Hang Village","","長坑村（槍會）垃圾收集站 (KwT-21)，長坑村近槍會","","长坑村（枪会）垃圾收集站 (KwT-21)，长坑村近枪会","","22.346888","114.141447","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"314","Accepted","Kwai_Tsing","Cheung Hang Village (Pump Station) Refuse Collection Point (KwT-23) at Near Pump Station, Cheung Hang Village","","長坑村（泵房）垃圾收集站 (KwT-23)，長坑村近泵房","","长坑村（泵房）垃圾收集站 (KwT-23)，长坑村近泵房","","22.346372","114.140490","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"315","Accepted","Kwai_Tsing","Shek Pai Street Refuse Collection Point at Near Shek Lei Hang Village, Shek Pai Street","","石排街垃圾收集站 ，石排街近石梨坑村","","石排街垃圾收集站 ，石排街近石梨坑村","","22.366078","114.141917","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"316","Accepted","Kwai_Tsing","At the side of Cheung Hang Village Pavilion, Cheung Yuen Road (near Cheung Hang Village Playground)","","長源路長坑村涼亭旁(近長坑村遊樂場)","","长源路长坑村凉亭旁(近长坑村游乐场)","","22.346923","114.141947","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"317","Accepted","Kwai_Tsing","Fung Shue Wo Resite Village Refuse Collection Point at Tsing Yu Street , Tsing Yi","","楓樹窩村垃圾收集站，青衣清譽街","","枫树窝村垃圾收集站，青衣清誉街","","22.354849","114.100855","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"319","Accepted","Kwai_Tsing","Shing Mun Road Refuse Collection Point at Shing Mun Road, Kwai Chung","","城門道垃圾收集站，葵涌城門道","","城门道垃圾收集站，葵涌城门道","","22.384450","114.143480","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"320","Accepted","Kwai_Tsing","Lower Shing Mun Village Refuse Collection Point near Pump Station, Lower Shing Mun Village","","城門下村垃圾收集站，下城門村近抽水站","","城门下村垃圾收集站，下城门村近抽水站","","22.377217","114.137489","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"321","Accepted","Kwai_Tsing","O Pui Shan Boy’s Home Refuse Collection Point near Cheung Hang Road , O Pui Shan Boy’s Home","","坳背山男童院垃圾收集站，坳背山男童院近長坑路","","坳背山男童院垃圾收集站，坳背山男童院近长坑路","","22.345618","114.142282","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"322","Accepted","Kwai_Tsing","Castle Peak Road 6.5 m Refuse Collection Point at Castle Peak Road 6.5m (Tai Wo Interchage)","","青山公路六咪半垃圾收集站，青山公路六咪半(大窩交匯處)","","青山公路六咪半垃圾收集站，青山公路六咪半(大窝交汇处)","","22.352556","114.133162","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"323","Accepted","Kwai_Tsing","Kau Wah Keng Old Tsuen Refuse Collection Point at Kau Wa Keng Old Tsuen, Lai King Hill Road","","九華徑舊村垃圾收集站，荔景山路九華徑舊村","","九华径旧村垃圾收集站，荔景山路九华径旧村","","22.343300","114.138025","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"324","Accepted","Tuen_Mun","Pavement of Shun Tat Street (outside No. 750, Shun Fung Wai)","","順達街行人路(在順風圍750號對出)","","顺达街行人路(在顺风围750号对出)","","22.424648","113.991080","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"325","Accepted","Tuen_Mun","At side of Bin site at Tong Hang Road (opposite to Ming Wong Garden)","","塘亨路路邊垃圾桶站側(明煌花園對面)","","塘亨路路边垃圾桶站侧(明煌花园对面)","","22.413141","113.969319","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"326","Accepted","Tuen_Mun","Cul-de-sac of Yeung King Road (near parking space (opposite to the fiberglass refuse collection point))","","楊景路盡頭(近停車位(即纖維垃圾站對面))","","杨景路尽头(近停车位(即纤维垃圾站对面))","","22.395287","113.962854","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"327","Accepted","Tuen_Mun","Ka Choi Lane RCP","","嘉才里垃圾收集站","","嘉才里垃圾收集站","","22.369642","113.997542","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"328","Accepted","Tuen_Mun","Pavement at Fung On Street outside Goodview Garden Block 1","","豐安街豐景園1座對出行人路","","丰安街丰景园1座对出行人路","","22.385129","113.973034","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"332","Accepted","Tuen_Mun","Bus Terminus at Tai Lam Chung, Castle Peak Road","","青山公路大欖涌巴士總站","","青山公路大榄涌巴士总站","","22.362231","114.019048","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"333","Accepted","Tuen_Mun","Ho Pong Street near Paris, London and New York cinema","","河傍街近巴黎、倫敦、紐約戲院","","河傍街近巴黎、伦敦、纽约戏院","","22.398062","113.974359","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"334","Accepted","Tuen_Mun","Public Light Bus Terminus at So Kwun Wat (near Lee Uk Tsuen)","","掃管笏(近李屋村)小巴總站","","扫管笏村路 (近灯柱FB2594)","","22.376920","114.007350","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"335","Accepted","Tuen_Mun","At side of Melody Garden Light Rail Tram Stop, Wu Chui Road","","湖翠路美樂輕鐵站側","","湖翠路美乐轻铁站侧","","22.375192","113.960983","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"337","Accepted","Tuen_Mun","At side of Tseng Tau Chung Tsuen RCP","","井頭中村垃圾收集站側","","井头中村垃圾收集站侧","","22.398598","113.977868","Metals,Paper,Plastics,Glass Bottles","Recycling Bins at Public Place","Note: For public use","","","","","",""
"338","Accepted","Tuen_Mun","At side of Lok Yi Street RCP (near Castle Peak Villa)","","樂怡街垃圾收集站側(近青山別墅)","","乐怡街垃圾收集站侧（近青山别墅）","","22.365304","114.006028","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"339","Accepted","Tuen_Mun","Tsing Chuen Wai (1)","","青磚圍(1)","","青砖围(1)","","22.422490","113.982960","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"341","Accepted","Tuen_Mun","At side of Hung Cheung Road RCP","","洪祥路垃圾收集站側","","洪祥路垃圾收集站侧","","22.392902","113.969323","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"342","Accepted","Tuen_Mun","At side of Tat Yan Square RCP","","達仁坊垃圾收集站側","","达仁坊垃圾收集站侧","","22.396750","113.976645","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"343","Accepted","Tuen_Mun","Lung Kwu Tan Seashore (near Lung Kwu Tan Village Management Office)","","龍鼓灘海邊(近龍鼓灘村公所)","","龙鼓滩海边(近龙鼓滩村公所)","","22.390258","113.919559","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"344","Accepted","Tuen_Mun","Tseng Choi Sitting Out Area","","井財休憩處","","井财休憩处","","22.403186","113.977879","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"345","Accepted","Tuen_Mun","Tsing Hoi Circuit RCP at Area 37B","","第37B區青海圍垃圾收集站","","第37B区青海围垃圾收集站","","22.385851","113.979447","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"347","Accepted","Tuen_Mun","Near Staircase Area, Yip Wang Road","","業旺路樓梯口附近","","业旺路楼梯口附近","","22.391245","113.968072","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"349","Accepted","Tuen_Mun","Tseng Choi Street 4C Refuse Collection Point (near Kwong Choi Market)","","井財街4C垃圾站(近廣財街市)","","井财街4C垃圾站(近广财街市)","","22.404271","113.978431","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"351","Accepted","Tuen_Mun","Bus Terminus at Lung Mun Oasis, Lung Mun Road","","龍門路龍門居巴士總站","","龙门路龙门居巴士总站","","22.384786","113.965322","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"353","Accepted","Tuen_Mun","Near Taxi Stand at PTI of Pierhead Garden, Wu Chui Road","","湖翠路海翠花園公共交通轉車站內的士站附近","","湖翠路海翠花园公共交通转车站内的士站附近","","22.372593","113.967126","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"355","Accepted","Tuen_Mun","Pavement at side of Siu Lam Tsuen RCP ( TM-72 )","","小欖村垃圾站(TM-72) 旁行人路","","小榄村垃圾站(TM-72) 旁行人路","","22.367130","114.010902","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"357","Accepted","Tuen_Mun","Pavement at side of Chung Uk Tsuen Refuse Collection Point (TM-33)","","鍾屋村垃圾站(TM-33)旁行人路","","钟屋村垃圾站(TM-33)旁行人路","","22.428936","113.991925","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"361","Accepted","Tuen_Mun","Entrance of Siu Hang Tsuen RCP, Tuen Mun","","屯門小坑村垃圾收集站 (近入口)","","屯门小坑村垃圾收集站 (近入口)","","22.413979","113.971701","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"363","Accepted","Tuen_Mun","near entrance of Lo Tsing Shan Tsuen at So Kwun Wat Road, Tuen Mun","","掃管笏路近老青山村入口","","扫管笏路近老青山村入口","","22.375684","113.999681","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"365","Accepted","Tuen_Mun","Area 4B, Tseng Choi Street, Tuen Mun","","屯門井財街4B區","","屯门井财街4B区","","22.401685","113.977688","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"366","Accepted","Tuen_Mun","Pavement outside Block 3, Yuet Wu Villa, Wu Sau Street, Tuen Mun","","屯門湖秀街悅湖山莊第三座對出路面","","屯门湖秀街悦湖山庄第三座对出路面","","22.374800","113.968700","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"367","Accepted","Tuen_Mun","Pavement at the bus stop at Sun Tuen Mun Centre, Lung Mun Road, Tuen Mun","","屯門龍門路新屯門中心巴士站路面","","屯门龙门路新屯门中心巴士站路面","","22.381720","113.963687","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"368","Accepted","Tuen_Mun","Pavement at Wu On Street between Castle Peak Police Station and Wu King Road Garden","","屯門青山警署與湖景路公園間湖安街的行人路","","屯门青山警署与湖景路公园间湖安街的行人路","","22.375555","113.966826","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"370","Accepted","Tuen_Mun","Pavement under the footbridge at Hang Fu Street facing Nerine Cove Block 4","","恆富街南浪海灣第4座對出行人天橋底行人路","","恒富街南浪海湾第4座对出行人天桥底行人路","","22.383316","113.971247","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"373","Accepted","Tuen_Mun","Pavement outside public toilet at Kin Fung Circuit, Tuen Mun","","屯門建豐街公廁對出行人路","","屯门建丰街公厕对出行人路","","22.397614","113.973075","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"376","Accepted","Tuen_Mun","Ho Hoi Street , Area 40, Tuen Mun (near seaside)","","屯門40區浩海街近海邊 ","","屯门40区浩海街近海边","","22.367921","113.949683","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"377","Accepted","Tuen_Mun","Pavement outside Block 1, Blossom Garden, Tsun Wen Road, Tuen Mun (near Bus Stop)","","屯門震寰路寶怡花園第一座對出巴士站","","屯门震寰路宝怡花园第一座对出巴士站","","22.408519","113.968681","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"378","Accepted","Tuen_Mun","In front of Aqua Privy at Lee Uk Tsuen, So Kwun Wat (TM-96), So Kwun Wat Tsuen Road, Tuen Mun","","屯門掃管笏村路掃管笏李屋村旱廁(TM-96)前","","屯门扫管笏村路扫管笏李屋村旱厕(TM-96)前","","22.376686","114.006498","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"379","Accepted","Tuen_Mun","Pavement Between SKH Mung Yan Primary School and King Fung Commercial Complex (near King Fung Path), Tuen Mun","","屯門聖公會蒙恩小學及景峰商場之間的行人路(近景峰徑)","","屯门圣公会蒙恩小学及景峰商场之间的行人路(近景峰径)","","22.403692","113.980011","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"380","Accepted","Tuen_Mun","At side of Kar Wo Lei Tsuen RCP(TM-47), Castle Peak Road, Tuen Mun, N.T.","","新界屯門青山公路嘉和里村垃圾站(TM-47)旁","","新界屯门青山公路嘉和里村垃圾站(TM-47)旁","","22.370089","113.995358","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"381","Accepted","Tuen_Mun","Fuk Hang Tsuen Refuse Collection Point (TM-17) at Fuk Hang Tsuen near Fuk Yam School","","福亨村垃圾站 (TM-17)，福亨村近福音學校","","福亨村垃圾站 (TM-17)，福亨村近福音学校","","22.418090","113.993041","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"382","Accepted","Tuen_Mun","Fuk Hang Tsuen Road (near Village Office) Refuse Collection Point (TM-18) at Fuk Hang Tsuen Road near Village Office","","福亨村路(近鄉村辦事處)垃圾站 (TM-18)，福亨村路近鄉村辦事處","","福亨村路(近乡村办事处)垃圾站 (TM-18)，福亨村路近乡村办事处","","22.416831","113.988959","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"383","Accepted","Tuen_Mun","Castle Peak Road Lam Tei Refuse Collection Point (TM-19) at Lam Tei Bus Stop, Castle Peak Road","","青山公路藍地垃圾站 (TM-19)，青山公路藍地巴士站","","青山公路蓝地垃圾站 (TM-19)，青山公路蓝地巴士站","","22.418405","113.982521","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"385","Accepted","Tuen_Mun","Castle Peak Road Po Yuen Refuse Collection Point (TM-23) at Po Yuen, Castle Peak Road","","青山公路寶園垃圾站 (TM-23)，青山公路寶園","","青山公路宝园垃圾站 (TM-23)，青山公路宝园","","22.426875","113.989227","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"386","Accepted","Tuen_Mun","Kei Lun Wai Refuse Collection Point (TM-24) at Kei Lun Wai","","麒麟圍垃圾站 (TM-24)，麒麟圍","","麒麟围垃圾站 (TM-24)，麒麟围","","22.411515","113.976269","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"387","Accepted","Tuen_Mun","Wong Yin Street Refuse Collection Point (TM-25) at Wong Yin Street near Shek Pei Tau Road","","旺賢街垃圾站 (TM-25)，旺賢街近石排頭路","","旺贤街垃圾站 (TM-25)，旺贤街近石排头路","","22.401715","113.967420","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"388","Accepted","Tuen_Mun","Tsing Shan Tsuen Hing Choi Street Refuse Collection Point (TM-26) at Tsing Shan Tsuen, Hing Choi Street","","青山村興財街垃圾站 (TM-26)，興財街青山村","","青山村兴财街垃圾站 (TM-26)，兴财街青山村","","22.392358","113.966077","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"389","Accepted","Tuen_Mun","Tsing Chuen Wai (2)","","青磚圍(2)","","青砖围(2)","","22.422540","113.983070","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"391","Accepted","Tuen_Mun","Sun Fung Wai Refuse Collection Point (TM-30) at Sun Fung Wai","","順風圍垃圾站 (TM-30)，順風圍","","顺风围垃圾站 (TM-30)，顺风围","","22.425447","113.988551","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"392","Accepted","Tuen_Mun","Nai Wai Refuse Collection Point (TM-31) at Nai Wai","","藍地泥圍村公廁 (TM-31) - 新界屯門泥圍村公廁邊垃圾站","","蓝地泥围村公厕 (TM-31) - 新界屯门泥围村公厕边垃圾站","","22.432431","113.995378","Metals,Paper,Plastics,Glass Bottles","Recycling Bins at Public Place","Note: For public use","","","","","",""
"395","Accepted","Tuen_Mun","Fu Tei Sheung Tsuen (near Aqua Privy) Refuse Collection Point (TM-37) at Fu Tei Sheung Tsuen near Aqua Privy","","虎地上村(近旱廁)垃圾站 (TM-37)，虎地上村近旱廁","","虎地上村(近旱厕)垃圾站 (TM-37)，虎地上村近旱厕","","22.407974","113.984061","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
"396","Accepted","Tuen_Mun","Chung Wong Toi Refuse Collection Poinit (TM-38) at Chung Wong Toi","","頌皇臺垃圾站 (TM-38)，頌皇臺","","颂皇台垃圾站 (TM-38)，颂皇台","","22.405149","113.985813","Metals,Paper,Plastics","Recycling Bins at Public Place","Note: For public use","","","","","",""
