cp_id,cp_state,district_id,address_en,address2_en,address_tc,address2_tc,address_sc,address2_sc,lat,lgt,waste_type,legend,accessibilty_notes,contact_en,contact_tc,contact_sc,openhour_en,openhour_tc,openhour_sc
"7312","Accepted","Tai_Po","Mei Sun Building","","美新大廈","","美新大厦","","22.453719","114.164973","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7313","Accepted","Tuen_Mun","Green View","","翠薈","","翠荟","","22.417349","113.987033","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7314","Accepted","Southern","Victoria Garden","","域多利花園","","域多利花园","","22.270544","114.126292","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7315","Accepted","Sai_Kung","Pan Long Villa","","碧浪別墅","","碧浪别墅","","22.317676","114.284521","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7316","Accepted","Tai_Po","La Fontaine","","菁泉雅居","","菁泉雅居","","22.452759","114.164282","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7317","Accepted","Tuen_Mun","Faraday House","","雅德苑","","雅德苑","","22.379055","113.984061","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7318","Accepted","Southern","Royal Garden","","聚豪居","","聚豪居","","22.250870","114.191726","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7319","Accepted","Tuen_Mun","The Aegean","","愛琴灣","","爱琴湾","","22.366017","114.001740","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7320","Accepted","Tsuen_Wan","Sheeny Terrace","","千里台","","千里台","","22.376358","114.105055","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7321","Accepted","Eastern","Westlands Gardens","","惠安苑","","惠安苑","","22.285504","114.213396","Metals,Paper,Plastics,Glass Bottles,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7322","Accepted","Kowloon_City","Hoover Court","","豪華閣","","豪华阁","","22.325107","114.186503","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7323","Accepted","Eastern","The Oakridge","","星灣峰","","星湾峰","","22.281608","114.220617","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Clothes,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7324","Accepted","Wan_Chai","The Morrison","","駿逸峰","","骏逸峰","","22.277779","114.179415","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7325","Accepted","Southern","The Hacienda","","海堤花園","","海堤花园","","22.235358","114.199557","Metals,Plastics,Paper,Fluorescent Lamp","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7326","Accepted","Eastern","Grand Garden","","君悅軒","","君悦轩","","22.279963","114.224671","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7327","Accepted","Tuen_Mun","Kai Hei Land Building","","嘉喜利大廈","","嘉喜利大厦","","22.388511","113.980207","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7328","Accepted","Kowloon_City","Boland Court (Phase I)","","寶能閣(第一期)","","宝能阁(第一期)","","22.340967","114.181309","Metals,Paper,Plastics,Fluorescent Lamp","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7329","Accepted","Wan_Chai","Man Yuen Garden","","文苑花園大廈","","文苑花园大厦","","22.274425","114.168539","Metals,Plastics,Paper,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7332","Accepted","Wan_Chai","York Place","","York Place","","York Place","","22.276865","114.170347","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7333","Accepted","Central_Western","Haking Mansions","","競苑","","竞苑","","22.270127","114.153121","Metals,Plastics,Paper,Clothes,Fluorescent Lamp","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7334","Accepted","Central_Western","Kin Liang Mansion","","建隆樓","","建隆楼","","22.282348","114.128882","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7335","Accepted","Central_Western","Y Y Mansion","","裕仁大廈","","裕仁大厦","","22.276582","114.130577","Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7336","Accepted","Wan_Chai","Shama Causeway Bay","","Shama Causeway Bay","","Shama Causeway Bay","","22.278691","114.181824","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7337","Accepted","Central_Western","Shama Midlevels","","Shama Midlevels","","Shama Midlevels","","22.283945","114.146689","Metals,Paper,Plastics,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7338","Accepted","Central_Western","Shama Central","","Shama Central","","Shama Central","","22.283071","114.153222","Metals,Paper,Plastics,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7339","Accepted","Wan_Chai","Wing Fook Court","","永福閣","","永福阁","","22.273994","114.170930","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7340","Accepted","Eastern","Wah Yu Court","","華裕閣","","华裕阁","","22.265223","114.245478","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7341","Accepted","Central_Western","62-66 Peak Road","","62-66山頂道","","62-66山顶道","","22.267011","114.159874","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7342","Accepted","Central_Western","Kenyon Court","","錦翠園","","锦翠园","","22.284005","114.144213","Metals,Paper,Plastics,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7343","Accepted","Wan_Chai","Tsui Man Court","","聚文樓","","聚文楼","","22.268188","114.186358","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7344","Accepted","Central_Western","Yee Fung Court","","怡豐閣","","怡丰阁","","22.285968","114.141230","Metals,Plastics,Paper,Rechargeable Batteries,Fluorescent Lamp","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7345","Accepted","Yau_Tsim_Mong","Scenery Court","","甘芳閣","","甘芳阁","","22.315677","114.167226","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7346","Accepted","Tuen_Mun","Villa Pinada","","茵翠豪庭","","茵翠豪庭","","22.418632","113.974675","Metals,Paper,Plastics,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7347","Accepted","Central_Western","Chelsea Court","","賽詩閣","","赛诗阁","","22.262842","114.146976","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Clothes,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7348","Accepted","Central_Western","No.77 The Peak","","山頂道77號","","山顶道77号","","22.264791","114.154388","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7349","Accepted","Central_Western","Jing Tai Garden","","正大花園","","正大花园","","22.278892","114.151829","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7350","Accepted","Central_Western","Jadestone Court","","寶玉閣","","宝玉阁","","22.282840","114.149204","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7351","Accepted","Central_Western","Savoy Court","","夏蕙苑","","夏蕙苑","","22.282311","114.146661","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7352","Accepted","Central_Western","Medallion Heights","","金徽閣","","金徽阁","","22.281441","114.143304","Metals,Plastics,Paper,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7353","Accepted","Tuen_Mun","Pearl Garden","","龍珠花園","","龙珠花园","","22.365188","113.990016","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7354","Accepted","Kwun_Tong","The Spectacle","","嘉賢居","","嘉贤居","","22.293810","114.236859","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Clothes,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7355","Accepted","Kwun_Tong","Yau Chui Court","","油翠苑","","油翠苑","","22.300300","114.238000","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7356","Accepted","Southern","28 Stanley Village Road","","赤柱村道28號","","赤柱村道28号","","22.222976","114.211330","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7357","Accepted","Yuen_Long","Greenery Gardens","","御翠園","","御翠园","","22.471168","114.053149","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7358","Accepted","Yuen_Long","Villa Camellia","","海錦花園","","海锦花园","","22.471585","114.052271","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7359","Accepted","Sai_Kung","Costa Bello","","西貢濤苑","","西贡涛苑","","22.377765","114.274023","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7360","Accepted","Southern","The Lily","","The Lily","","The Lily","","22.235537","114.200164","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Clothes,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7361","Accepted","Eastern","Gily Garden House","","吉利大樓","","吉利大楼","","22.290179","114.202982","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7362","Accepted","Central_Western","Yip Cheong Building","","業昌大廈","","业昌大厦","","22.286538","114.135076","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7363","Accepted","Central_Western","Yin Serviced Apartment","","Yin Serviced Apartment","","Yin Serviced Apartment","","22.283732","114.154087","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7364","Accepted","Wan_Chai","Fine Mansion","","豐寧大廈","","丰宁大厦","","22.267583","114.184574","Metals,Plastics,Paper,Clothes,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7365","Accepted","Central_Western","Tregunter","","地利根德閣","","地利根德阁","","22.274545","114.152641","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7366","Accepted","Wan_Chai","Residence de Causeway","","Residence de Causeway","","Residence de Causeway","","22.278844","114.184779","Metals,Paper,Plastics,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7367","Accepted","Tuen_Mun","Monte Carlo Villas","","蒙地卡羅別墅","","蒙地卡罗别墅","","22.373056","113.990330","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7368","Accepted","Tuen_Mun","Fortress Garden","","富澤花園","","富泽花园","","22.422053","113.982943","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7369","Accepted","Tuen_Mun","Hanison Garden","","愉翠園","","愉翠园","","22.417784","113.979949","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7370","Accepted","Tuen_Mun","Siu Lung Court","","兆隆苑","","兆隆苑","","22.408023","113.964473","Metals,Paper,Plastics,Rechargeable Batteries,Glass Bottles,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7371","Accepted","Southern","Aqua 33","","Aqua 33","","Aqua 33","","22.270591","114.127774","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7372","Accepted","Eastern","Kam Ping Mansion","","錦屏樓","","锦屏楼","","22.289340","114.200543","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7373","Accepted","Eastern","Comfort Garden","","康福園","","康福园","","22.286446","114.193236","Metals,Plastics,Paper,Rechargeable Batteries,Fluorescent Lamp","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7374","Accepted","Central_Western","Ping On Mansion","","平安大廈","","平安大厦","","22.283889","114.142020","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7375","Accepted","Central_Western","Minerva House","","文華大廈","","文华大厦","","22.283624","114.142358","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7376","Accepted","Central_Western","Cambridge Garden","","金時大廈","","金时大厦","","22.282804","114.140890","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7377","Accepted","Central_Western","Centre Place","","匯賢居","","汇贤居","","22.284907","114.146084","Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7378","Accepted","Central_Western","Wah Fai Court","","華輝閣","","华辉阁","","22.284781","114.142389","Metals,Plastics,Paper,Rechargeable Batteries,Fluorescent Lamp","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7379","Accepted","Southern","Consort Villas","","碧勵苑","","碧励苑","","22.270365","114.127378","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7380","Accepted","Central_Western","Treasure Court","","金寶閣","","金宝阁","","22.283292","114.130493","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7381","Accepted","Central_Western","Arts Mansion","","適雅大廈","","适雅大厦","","22.280230","114.148887","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7382","Accepted","Central_Western","Hillview Apartments","","半山樓","","半山楼","","22.275954","114.157078","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7383","Accepted","Tsuen_Wan","The Westminster Terrace","","皇璧","","皇璧","","22.368932","114.093980","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7384","Accepted","Kowloon_City","The Colonnades","","康麗花園","","康丽花园","","22.326382","114.187773","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7385","Accepted","Tai_Po","Daisyfield","","大埔峰林軒","","大埔峰林轩","","22.440201","114.182099","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7386","Accepted","Tai_Po","Treasure Garden","","海寶花園","","海宝花园","","22.453140","114.167037","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7387","Accepted","Tai_Po","Emerald Palace","","疊翠豪庭","","叠翠豪庭","","22.438229","114.182743","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7388","Accepted","Southern","Celestial Garden","","詩禮花園","","诗礼花园","","22.255185","114.193485","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7389","Accepted","Tai_Po","Tycoonplace","","聚豪天下","","聚豪天下","","22.462836","114.197525","Metals,Paper,Plastics,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7390","Accepted","Kowloon_City","Arran Court","","毅廬","","毅庐","","22.320586","114.179740","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7391","Accepted","Kowloon_City","Hong Kong Baptist University Student Residence Halls","","香港浸會大學學生舍堂","","香港浸会大学学生舍堂","","22.335352","114.182528","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7392","Accepted","Wan_Chai","Broadwood Twelve","","樂天峯","","乐天峯","","22.272144","114.186313","Metals,Paper,Plastics,Fluorescent Lamp,Glass Bottles,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7393","Accepted","Central_Western","Skyline Mansion (Block 1)","","年豐園第一期","","年丰园第一期","","22.281401","114.142234","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7394","Accepted","Central_Western","Excellent Soho","","Excellent Soho","","Excellent Soho","","22.281314","114.155563","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7395","Accepted","Central_Western","29 Severn Road","","施勳道29號","","施勋道29号","","22.267426","114.158720","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7396","Accepted","Yau_Tsim_Mong","Yi Serviced Apartment","","意","","意","","22.301565","114.176113","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7397","Accepted","Southern","Scenic Villas","","美景臺","","美景台","","22.269668","114.124934","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7398","Accepted","Tuen_Mun","Jade View Villa","","翠景花園","","翠景花园","","22.365079","114.004192","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7399","Accepted","Tsuen_Wan","Tsuen Cheong Centre (Cheong Ning Building)","","荃昌中心(昌寧大廈)","","荃昌中心(昌宁大厦)","","22.370982","114.120319","Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7401","Accepted","Kowloon_City","Cypress Garden","","龍柏花園","","龙柏花园","","22.316951","114.176161","Metals,Paper,Plastics,Fluorescent Lamp,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7402","Accepted","Tuen_Mun","Grandeur Gardens","","屯門偉景花園","","屯门伟景花园","","22.404812","113.981140","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles,Clothes","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7403","Accepted","Central_Western","One Pacific Heights","","盈峰一號","","盈峰一号","","22.286582","114.146699","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7404","Accepted","Central_Western","Gough Hill Residences","","歌賦山里","","歌赋山里","","22.265528","114.152763","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7405","Accepted","Central_Western","1 Homestead Road","","堪士達道一號","","堪士达道一号","","22.266507","114.151876","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7407","Accepted","Central_Western","Ko Nga Court","","高雅閣","","高雅阁","","22.285402","114.143434","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7409","Accepted","Kwun_Tong","Hwa Fung Mansion","","華豐大廈","","华丰大厦","","22.313796","114.227656","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7410","Accepted","Kwun_Tong","Tin Heung Garden House","","天香花園大廈","","天香花园大厦","","22.313320","114.227631","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7411","Accepted","Kowloon_City","Emperor Place","","帝文苑","","帝文苑","","22.331438","114.180627","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7412","Accepted","Kowloon_City","Content Lodge","","康定舍","","康定舍","","22.331217","114.179049","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7413","Accepted","Eastern","Seaview Building","","嘉洋大廈","","嘉洋大厦","","22.291454","114.195271","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7414","Accepted","Central_Western","Regent on the Park","","御花園","","御花园","","22.275718","114.164390","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7415","Accepted","Central_Western","Princeton Tower","","普頓臺","","普顿台","","22.287631","114.146131","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7416","Accepted","Wan_Chai","Rockwin Court","","樂榮閣","","乐荣阁","","22.267850","114.183074","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7417","Accepted","Central_Western","Corona Tower","","嘉景臺","","嘉景台","","22.282131","114.151686","Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7418","Accepted","Central_Western","Hatton House","","赫頓大廈","","赫顿大厦","","22.280607","114.138990","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7422","Accepted","Sha_Tin","Forest Hill","","蔚林居","","蔚林居","","22.405531","114.204778","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7423","Accepted","North","Eden Garden","","欣翠豪園","","欣翠豪园","","22.490495","114.102931","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7425","Accepted","North","Serenity Gardens","","雍翠苑","","雍翠苑","","22.494275","114.103538","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7426","Accepted","Sha_Tin","Greenland Villas","","綠怡小築","","绿怡小筑","","22.406515","114.206185","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7427","Accepted","North","Sheung Shui Nice Villa","","上水尼斯花園","","上水尼斯花园","","22.491335","114.102917","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7428","Accepted","Central_Western","Island Crest","","縉城峰","","缙城峰","","22.286340","114.142918","Metals,Paper,Plastics,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7429","Accepted","Central_Western","The Sail at Victoria","","傲翔灣畔","","傲翔湾畔","","22.281114","114.120404","Metals,Paper,Plastics,Fluorescent Lamp,Rechargeable Batteries,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7430","Accepted","Central_Western","Chong Yip Centre","","創業中心","","创业中心","","22.286533","114.136764","Metals,Paper,Plastics,Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7431","Accepted","Central_Western","Hong Kong Garden","","香港花園","","香港花园","","22.282560","114.148086","Metals,Plastics,Paper,Rechargeable Batteries","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7432","Accepted","Central_Western","Silver Court","","瑞華閣","","瑞华阁","","22.284914","114.140350","Glass Bottles","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7433","Accepted","Central_Western","Caine Tower","","景怡居","","景怡居","","22.282604","114.151358","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7436","Accepted","Southern","CNT Bisney","","美琳苑","","美琳苑","","22.270238","114.128079","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7437","Accepted","Central_Western","Nam Pak Hong Building","","南北行大廈","","南北行大厦","","22.286798","114.148641","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7438","Accepted","Central_Western","Solon House","","崇樓","","崇楼","","22.282792","114.142784","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7439","Accepted","Central_Western","Mirror Marina","","鑑波樓","","鉴波楼","","22.281269","114.142666","Metals,Plastics,Paper","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
"7444","Accepted","Central_Western","Lun Fung Court","","龍豐閣","","龙丰阁","","22.286878","114.136304","Metals,Paper,Plastics,Fluorescent Lamp,Clothes,Small Electrical and Electronic Equipment","Private Collection Points (e.g. housing estates, shopping centres)","Note: For residents of the estate only","","","","","",""
